age,sex,exp,medians,junction,surface,light,weather,collision,car_movement,acc_cause,severity
Over 51,Male,1-2yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Darkness - lights lit,Raining,Collision with pedestrians,Going straight,Moving Backward,2
18-30,Male,5-10yr,Undivided Two way,Crossing,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Driving under the influence of drugs,2
18-30,Male,2-5yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Moving Backward,2
31-50,Male,Below 1yr,other,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the right,2
Under 18,Male,Below 1yr,Undivided Two way,No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,Overspeed,2
31-50,Male,5-10yr,One way,Y Shape,Asphalt roads,Darkness - no lighting,Normal,Vehicle with vehicle collision,Going straight,Driving under the influence of drugs,1
31-50,Male,5-10yr,Undivided Two way,Y Shape,Earth roads,Darkness - no lighting,Normal,Vehicle with vehicle collision,Going straight,Driving carelessly,1
31-50,Male,1-2yr,Undivided Two way,Y Shape,Asphalt roads,Darkness - no lighting,Normal,Vehicle with vehicle collision,Going straight,No distancing,1
Over 51,Male,Unknown,One way,Crossing,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown,No priority to vehicle,1
Under 18,Male,Above 10yr,Undivided Two way,Crossing,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Turnover,Overspeed,1
18-30,Male,1-2yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Collision with pedestrians,Going straight,Driving under the influence of drugs,2
31-50,Male,Unknown,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Collision with pedestrians,Going straight,Changing lane to the right,2
18-30,Male,Above 10yr,other,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the right,2
18-30,Male,2-5yr,Double carriageway (median),Crossing,Asphalt roads,Daylight,Other,Vehicle with vehicle collision,Going straight,Changing lane to the right,2
18-30,Male,5-10yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Daylight,Other,Vehicle with vehicle collision,Going straight,Changing lane to the right,2
18-30,Male,Below 1yr,Double carriageway (median),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Moving Backward,2
31-50,Male,5-10yr,Double carriageway (median),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,No distancing,2
18-30,Male,Above 10yr,Double carriageway (median),Unknown,Earth roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Overspeed,2
18-30,Male,5-10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,No distancing,2
31-50,Male,1-2yr,Unknown,No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Turnover,Driving carelessly,2
31-50,Male,Unknown,One way,No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown,No distancing,2
31-50,Male,1-2yr,Undivided Two way,No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Reversing,No distancing,2
18-30,Male,1-2yr,Unknown,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other,No distancing,2
18-30,Male,1-2yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the right,2
18-30,Male,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,No distancing,2
31-50,Female,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Turnover,No priority to vehicle,2
18-30,Male,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Gravel roads,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,Other,Changing lane to the left,2
Over 51,Male,Below 1yr,Undivided Two way,Y Shape,Asphalt roads,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,Going straight,Moving Backward,2
31-50,Male,Above 10yr,Undivided Two way,Y Shape,Asphalt roads,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,Going straight,Driving carelessly,2
18-30,Male,5-10yr,Two-way (divided with broken lines road marking),Other,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Other,Changing lane to the left,2
31-50,Male,Below 1yr,Two-way (divided with broken lines road marking),Other,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Going straight,No priority to pedestrian,2
Unknown,Female,Above 10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Snow,Vehicle with vehicle collision,Turnover,No distancing,2
Over 51,Male,5-10yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Snow,Vehicle with vehicle collision,Going straight,No distancing,2
31-50,Male,Above 10yr,Double carriageway (median),Y Shape,Asphalt roads,Daylight,Snow,Collision with roadside objects,Turnover,Overturning,2
31-50,Male,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Snow,Collision with roadside objects,Going straight,No distancing,2
Over 51,Male,1-2yr,Undivided Two way,Crossing,Asphalt roads,Daylight,Snow,Vehicle with vehicle collision,Moving Backward,Drunk driving,2
Over 51,Male,1-2yr,other,Crossing,Asphalt roads,Daylight,Snow,Vehicle with vehicle collision,Unknown,Moving Backward,2
18-30,Male,1-2yr,Undivided Two way,Crossing,Asphalt roads,Daylight,Snow,Vehicle with vehicle collision,Going straight,No priority to pedestrian,2
18-30,Male,2-5yr,Undivided Two way,Crossing,Asphalt roads,Daylight,Snow,Vehicle with vehicle collision,Going straight,Changing lane to the left,2
31-50,Male,Above 10yr,Undivided Two way,No junction,Asphalt roads,Daylight,Snow,Collision with roadside objects,Reversing,Changing lane to the left,2
31-50,Male,2-5yr,One way,No junction,Asphalt roads,Daylight,Snow,Vehicle with vehicle collision,Reversing,Getting off the vehicle improperly,2
18-30,Male,Above 10yr,Undivided Two way,No junction,Asphalt roads,Darkness - no lighting,Snow,Collision with roadside objects,Reversing,No distancing,2
31-50,Male,2-5yr,Undivided Two way,No junction,Asphalt roads,Darkness - no lighting,Snow,Collision with roadside objects,Going straight,Changing lane to the right,2
Over 51,Male,No Licence,Double carriageway (median),No junction,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,Going straight,Changing lane to the right,2
Over 51,Male,1-2yr,Two-way (divided with solid lines road marking),No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Moving Backward,2
Over 51,Male,5-10yr,other,No junction,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Going straight,Driving at high speed,2
Over 51,Male,1-2yr,Undivided Two way,No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Moving Backward,Changing lane to the left,2
Over 51,Male,Above 10yr,other,No junction,Earth roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the right,2
31-50,Male,1-2yr,other,No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Moving Backward,No distancing,2
Over 51,Male,1-2yr,other,Crossing,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,Changing lane to the right,2
18-30,Male,2-5yr,other,Crossing,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the right,2
Unknown,Female,1-2yr,One way,Crossing,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other,No distancing,2
Unknown,Female,1-2yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Daylight,Normal,Collision with roadside objects,Going straight,Changing lane to the right,2
Under 18,Male,Above 10yr,other,No junction,Asphalt roads,Daylight,Snow,Vehicle with vehicle collision,Other,Driving carelessly,2
18-30,Male,Above 10yr,Undivided Two way,No junction,Asphalt roads,Daylight,Snow,Collision with roadside objects,Going straight,Driving carelessly,2
18-30,Male,Above 10yr,Two-way (divided with broken lines road marking),Y Shape,Gravel roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Reversing,Changing lane to the right,2
18-30,Male,Above 10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown,Overturning,2
31-50,Male,1-2yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the right,2
Over 51,Male,5-10yr,Unknown,Y Shape,Asphalt roads,Darkness - lights lit,Cloudy,Collision with roadside objects,Going straight,Moving Backward,2
31-50,Male,2-5yr,Undivided Two way,Y Shape,Other,Darkness - lights lit,Cloudy,Collision with roadside objects,Going straight,No distancing,2
31-50,Male,2-5yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,Going straight,Overturning,2
Over 51,Male,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Darkness - lights lit,Other,Vehicle with vehicle collision,Going straight,Driving carelessly,2
Over 51,Male,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Darkness - lights lit,Other,Vehicle with vehicle collision,Going straight,Changing lane to the right,2
31-50,Male,2-5yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Darkness - lights lit,Other,Vehicle with vehicle collision,Other,Driving at high speed,2
18-30,Male,Above 10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the left,2
31-50,Male,5-10yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driving carelessly,2
18-30,Male,Above 10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,No distancing,2
18-30,Male,2-5yr,Undivided Two way,Y Shape,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Going straight,Moving Backward,2
31-50,Male,2-5yr,Undivided Two way,Y Shape,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Reversing,No priority to pedestrian,2
31-50,Male,2-5yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Windy,Collision with roadside objects,Going straight,Moving Backward,2
18-30,Male,1-2yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Windy,Vehicle with vehicle collision,Going straight,Changing lane to the right,2
18-30,Male,5-10yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other,No distancing,2
18-30,Male,2-5yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Drunk driving,2
31-50,Male,1-2yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the right,2
31-50,Male,1-2yr,Two-way (divided with broken lines road marking),Y Shape,Gravel roads,Daylight,Normal,Collision with pedestrians,Going straight,Driving carelessly,2
18-30,Male,No Licence,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Collision with pedestrians,Turnover,Driving to the left,2
31-50,Male,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the right,2
Unknown,Female,1-2yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the right,1
18-30,Male,2-5yr,Undivided Two way,Crossing,Other,Darkness - lights lit,Normal,Vehicle with vehicle collision,Reversing,Driving carelessly,1
31-50,Male,5-10yr,other,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other,Changing lane to the left,2
31-50,Male,Unknown,other,Crossing,Other,Darkness - no lighting,Normal,Vehicle with vehicle collision,Going straight,No priority to vehicle,2
18-30,Male,Unknown,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Driving carelessly,2
18-30,Male,2-5yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Moving Backward,Changing lane to the right,2
18-30,Male,Above 10yr,other,Y Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Reversing,Driving carelessly,2
31-50,Male,Above 10yr,Undivided Two way,No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driving under the influence of drugs,2
31-50,Male,Unknown,other,No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,No distancing,2
31-50,Male,Above 10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Collision with roadside objects,Moving Backward,Changing lane to the left,2
Unknown,Female,Above 10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Rollover,Going straight,No priority to vehicle,2
Unknown,Female,2-5yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Moving Backward,2
18-30,Male,5-10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Darkness - no lighting,Normal,Vehicle with vehicle collision,Going straight,Moving Backward,2
18-30,Male,Below 1yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Darkness - no lighting,Normal,Vehicle with vehicle collision,Going straight,No distancing,2
18-30,Male,5-10yr,Undivided Two way,No junction,Asphalt roads,Darkness - no lighting,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the right,2
31-50,Male,Above 10yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the right,2
31-50,Male,5-10yr,Double carriageway (median),No junction,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Unknown,Moving Backward,2
